class,genus,species,synonyms,common_names,status
INSECTA,Aroegas,nigroornatus,,Black-spotted false shieldback,CR
AMPHIBIA,Aromobates,alboguttatus,Colostethus inflexus  |Nephelobates alboguttatus ,,EN
AMPHIBIA,Aromobates,duranti,Nephelobates duranti  ,,EN
AMPHIBIA,Aromobates,haydeeae,Colostethus haydeeae ,,EN
AMPHIBIA,Aromobates,leopardalis,Colostethus leopardalis  ,Leopard rocket frog,CR
AMPHIBIA,Aromobates,mayorgai,Nephelobates mayorgai ,,EN
AMPHIBIA,Aromobates,meridensis,Nephelobates meridensis  ,Merida rocket frog,CR
AMPHIBIA,Aromobates,molinarii,Nephelobates molinarii ,,EN
AMPHIBIA,Aromobates,nocturnus,,Skunk frog,CR
AMPHIBIA,Aromobates,orostoma,Nephelobates orostoma ,,EN
AMPHIBIA,Aromobates,saltuensis,Colostethus saltuensis ,,EN
AMPHIBIA,Aromobates,serranus,Nephelobates serranus  ,,EN
AMPHIBIA,Arthroleptella,rugosa,,,CR
AMPHIBIA,Arthroleptella,subvoce,,,EN
AMPHIBIA,Arthroleptides,dutoiti,Petropedetes dutoiti,Du Toit's torrent frog,CR
AMPHIBIA,Arthroleptides,martiensseni,Petropedetes martiensseni,Usambara torrent frog,EN
AMPHIBIA,Arthroleptides,yakusini,Petropedetes yakusini,,EN
AMPHIBIA,Arthroleptis,aureoli,Arthroleptis aureoli  |Cardioglossa aureoli,Freetown long-fingered frog,EN
AMPHIBIA,Arthroleptis,crusculum,Schoutedenella crusculum  ,Guinea screeching frog,EN
AMPHIBIA,Arthroleptis,fichika,,Hidden squeaker frog,EN
AMPHIBIA,Arthroleptis,francei,,,EN
AMPHIBIA,Arthroleptis,kidogo,,Tiny squeaker frog,CR
AMPHIBIA,Arthroleptis,krokosua,,Krokosua squeaking frog,EN
AMPHIBIA,Arthroleptis,kutogundua,,Overlooked squeaker frog,CR
AMPHIBIA,Arthroleptis,nguruensis,,,VU
AMPHIBIA,Arthroleptis,nikeae,,Nike's squeaker,CR
AMPHIBIA,Arthroleptis,perreti,,Perret's squeaker frog,EN
AMPHIBIA,Arthroleptis,tanneri,,,VU
AMPHIBIA,Arthroleptis,troglodytes,,Cave squeaker,CR
AMPHIBIA,Arthroleptis,xenodactylus,,,VU
MAMMALIA,Artibeus,incomitatus,,Solitary fruit-eating bat,CR
AVES,Artisornis,moreaui,Apalis moreaui |Orthotomus moreaui moreaui,Long-billed tailorbird,CR
MAMMALIA,Arvicola,sapidus,,Southern water vole,VU
INSECTA,Arytropteris,basalis,Thyreonotus basalis  ,Flat-necked shieldback,VU
INSECTA,Arytropteris,pondo,,Pondo flat-necked shieldback,CR
AVES,Asarcornis,scutulata,Cairina scutulata,White-winged duck,EN
INSECTA,Asiagomphus,yayeyamensis,,,EN
INSECTA,Aslauga,australis,,,VU
AVES,Asthenes,helleri,Schizoeaca helleri ,Puna thistletail,VU
AVES,Asthenes,perijana,Schizoeaca perijana ,Perija thistletail,EN
AMPHIBIA,Astylosternus,diadematus,,,VU
AMPHIBIA,Astylosternus,fallax,,,EN
AMPHIBIA,Astylosternus,laurenti,,,EN
AMPHIBIA,Astylosternus,nganhanus,,,CR
AMPHIBIA,Astylosternus,perreti,,,EN
AMPHIBIA,Astylosternus,ranoides,,,EN
AMPHIBIA,Astylosternus,rheophilus,,,VU
AMPHIBIA,Astylosternus,schioetzi,,,EN
MAMMALIA,Ateles,belzebuth,Ateles belzebuth subspecies belzebuth,Long-haired spider monkey,EN
MAMMALIA,Ateles,chamek,,Black-faced black spider monkey,EN
MAMMALIA,Ateles,fusciceps,,Brown-headed spider monkey,CR
MAMMALIA,Ateles,geoffroyi,Ateles fusciceps  ,Geoffroy's spider monkey,EN
MAMMALIA,Ateles,hybridus,Ateles belzebuth subspecies brunneus,Variegated spider monkey,CR
MAMMALIA,Ateles,marginatus,Ateles belzebuth subspecies marginatus,White-cheeked spider monkey,EN
MAMMALIA,Ateles,paniscus,,Guiana spider monkey,VU
AMPHIBIA,Atelognathus,nitoi,Telmatobius nitoi,Rio negro frog,VU
AMPHIBIA,Atelognathus,patagonicus,Batrachophrynus patagonicus,Patagonia frog,EN
AMPHIBIA,Atelognathus,praebasalticus,Telmatobius praebasalticus,Zapala frog,EN
AMPHIBIA,Atelognathus,reverberii,Telmatobius reverberii,Laguna Raimunda frog,EN
AMPHIBIA,Atelognathus,salai,,Portezuelo frog,VU
AMPHIBIA,Atelognathus,solitarius,Telmatobius solitarius,Las Bayas frog,VU
AMPHIBIA,Atelopus,andinus,,,CR
AMPHIBIA,Atelopus,angelito,,,CR
AMPHIBIA,Atelopus,ardila,,,CR
AMPHIBIA,Atelopus,arsyecue,,,CR
AMPHIBIA,Atelopus,arthuri,,Arthur's stubfoot toad,CR
AMPHIBIA,Atelopus,balios,,Rio Pescado stubfoot toad,CR
AMPHIBIA,Atelopus,bomolochos,,Azuay stubfoot toad,CR
AMPHIBIA,Atelopus,boulengeri,Atelopus bicolor  ,Boulenger's stubfoot toad,CR
AMPHIBIA,Atelopus,carauta,,Rio Carauta stubfoot toad,CR
AMPHIBIA,Atelopus,carbonerensis,,La Carbonera stubfoot toad,CR
AMPHIBIA,Atelopus,carrikeri,Atelopus leoperezii  ,Guajira stubfoot toad,CR
AMPHIBIA,Atelopus,certus,,Darien stubfoot toad,EN
AMPHIBIA,Atelopus,chiriquiensis,,Lewis' stubfoot toad,CR
AMPHIBIA,Atelopus,chirripoensis,,,CR
AMPHIBIA,Atelopus,chocoensis,,,CR
AMPHIBIA,Atelopus,chrysocorallus,,,CR
AMPHIBIA,Atelopus,coynei,,Rio Faisanes stubfoot toad,CR
AMPHIBIA,Atelopus,cruciger,,Veragua stubfoot toad,CR
AMPHIBIA,Atelopus,dimorphus,,,EN
AMPHIBIA,Atelopus,ebenoides,,Huila stubfoot toad,CR
AMPHIBIA,Atelopus,elegans,Atelopus gracilis  ,Elegant stubfoot toad,CR
AMPHIBIA,Atelopus,epikeisthos,,,CR
AMPHIBIA,Atelopus,erythropus,,Carabaya stubfoot toad,CR
AMPHIBIA,Atelopus,eusebianus,,Malvasa stubfoot toad,CR
AMPHIBIA,Atelopus,eusebiodiazi,,,CR
AMPHIBIA,Atelopus,exiguus,,,CR
AMPHIBIA,Atelopus,famelicus,Atelopus negreti ,,CR
AMPHIBIA,Atelopus,farci,,Forest stubfoot toad,CR
AMPHIBIA,Atelopus,flavescens,Atelopus spumarius subspecies barbotini|Atelopus vermiculatus  ,Cayenne stubfoot toad,VU
AMPHIBIA,Atelopus,franciscus,,Central coast stubfoot toad,VU
AMPHIBIA,Atelopus,galactogaster,,Antado stubfoot toad,CR
AMPHIBIA,Atelopus,gigas ,,,CR
AMPHIBIA,Atelopus,glyphus,,Pirri Range stubfoot toad,CR
AMPHIBIA,Atelopus,guanujo,,,CR
AMPHIBIA,Atelopus,guitarraensis,,,CR
AMPHIBIA,Atelopus,halihelos,,Morona-Santiago stubfoot toad,CR
AMPHIBIA,Atelopus,laetissimus,,,EN
AMPHIBIA,Atelopus,limosus,,,EN
AMPHIBIA,Atelopus,longibrachius,,El Tambo stubfoot toad,EN
AMPHIBIA,Atelopus,lozanoi,,Lynch's stubfoot toad,CR
AMPHIBIA,Atelopus,lynchi,,,CR
AMPHIBIA,Atelopus,mandingues,,,CR
AMPHIBIA,Atelopus,mindoensis,,Mindo stubfoot toad,CR
AMPHIBIA,Atelopus,minutulus,,Colombian stubfoot toad,CR
AMPHIBIA,Atelopus,mittermeieri,,,EN
AMPHIBIA,Atelopus,monohernandezii,Atelopus monohernandezi   ,,CR
AMPHIBIA,Atelopus,mucubajiensis,,Mucubaji stubfoot toad,CR
AMPHIBIA,Atelopus,muisca,,La Arboleda stubfoot toad,CR
AMPHIBIA,Atelopus,nahumae,,,EN
AMPHIBIA,Atelopus,nanay,,,CR
AMPHIBIA,Atelopus,nepiozomus,,Gualecenita stubfoot toad,CR
AMPHIBIA,Atelopus,nicefori,,Niceforo's stubfoot toad,CR
AMPHIBIA,Atelopus,onorei,,,CR
AMPHIBIA,Atelopus,orcesi,,,CR
AMPHIBIA,Atelopus,oxapampae,,,EN
AMPHIBIA,Atelopus,oxyrhynchus,,Rednose stubfoot toad,CR
AMPHIBIA,Atelopus,pachydermus,Atelopus pachydermus  |Phirix pachydermus  |Phryniscus pachydermus  ,Schmidt's stubfoot toad,CR
AMPHIBIA,Atelopus,pastuso ,,,CR
AMPHIBIA,Atelopus,patazensis,,,CR
AMPHIBIA,Atelopus,pedimarmoratus,,San Isidro stubfoot toad,CR
AMPHIBIA,Atelopus,peruensis,,Peru stubfoot toad,CR
AMPHIBIA,Atelopus,petersi,,,CR
AMPHIBIA,Atelopus,petriruizi,,Painted stubfoot toad,CR
AMPHIBIA,Atelopus,pictiventris,,,CR
AMPHIBIA,Atelopus,pinangoi,,Pinango stubfoot toad,CR
AMPHIBIA,Atelopus,planispina,,Flat-spined atelopus,CR
AMPHIBIA,Atelopus,podocarpus,,,CR
AMPHIBIA,Atelopus,pulcher,,,CR
AMPHIBIA,Atelopus,pyrodactylus,,,CR
AMPHIBIA,Atelopus,quimbaya,,,CR
AMPHIBIA,Atelopus,reticulatus,,,CR
AMPHIBIA,Atelopus,seminiferus,,Upper Amazon stubfoot toad,CR
AMPHIBIA,Atelopus,senex,,Pass stubfoot toad,CR
AMPHIBIA,Atelopus,sernai,,,CR
AMPHIBIA,Atelopus,simulatus,,,CR
AMPHIBIA,Atelopus,sonsonensis,,,CR
AMPHIBIA,Atelopus,sorianoi,,Cloud forest stubfoot toad,CR
AMPHIBIA,Atelopus,spumarius,,Pebas stubfoot toad,VU
AMPHIBIA,Atelopus,spurrelli,,Condoto stubfoot toad,VU
AMPHIBIA,Atelopus,subornatus,Atelopus flaviventris  ,Bogota stubfoot toad,CR
AMPHIBIA,Atelopus,tamaense,Atelopus tamaensis  ,Tama Harlequin Toad,CR
AMPHIBIA,Atelopus,tricolor,Atelopus rugulosus  |Atelopus willimani  ,Three-colored stubfoot toad,VU
AMPHIBIA,Atelopus,varius,Atelopus bibronii|Atelopus loomisi|Atelopus varius subspecies ambulatorius|Atelopus varius subspecies bibroni|Atelopus varius subspecies loomisi|Atelopus varius variety maculatus|Atelopus  varius subspecies maculatus|Atelopus  varius subspecies varius|Hylaemorphus bibronii|Hylaemorphus dumerilii|Hylaemorphus pluto|Hylaemorphus plutonius|Phrynidium bibronii|Phrynidium varium|Phrynidium varium variety adspersum|Phrynidium  varium variety maculatum |Phryniscus bibronii|Phryniscus dumerilii|Phryniscus varius,Harlequin frog,CR
AMPHIBIA,Atelopus,walkeri,,Walker's stubfoot toad,CR
AMPHIBIA,Atelopus,zeteki,,Cerro Campana stubfoot toad,CR
INSECTA,Ateuchus,ambiguus,,,EN
INSECTA,Ateuchus,squalidus,Scarabaeus squalidum,,VU
AVES,Atlantisia,rogersi,,Inaccessible rail,VU
AVES,Atlapetes,blancae,,Antioquia brush-finch,CR
AVES,Atlapetes,flaviceps,,Yellow-headed brush-finch,EN
AVES,Atlapetes,melanopsis,Atlapetes melanops ,Black-spectacled brush-finch,EN
AVES,Atlapetes,pallidiceps,,Pale-headed brush-finch,EN
INSECTA,Atoconeura,aethiopica,Atoconeura biordinata subspecies aethiopica,,VU
AMPHIBIA,Atopophrynus,syntomopus,,Sonson frog,CR
AVES,Atrichornis,clamosus,,Noisy scrub-bird,EN
AVES,Atrichornis,rufescens,,Rufous scrub-bird,EN
INSECTA,Atrophaneura,atropos,,,VU
INSECTA,Atrophaneura,jophon,,Sri Lankan rose,CR
INSECTA,Atrophaneura,luchti,,,VU
INSECTA,Atrophaneura,schadenbergi,,,VU
AVES,Attila,torridus,,Ochraceous attila,VU
AMPHIBIA,Atylodes,genei,Speleomantes genei  ,Gene's cave salamander,VU
INSECTA,Aulacobothrus,popovi,,Wembere grasshopper,VU
INSECTA,Aulacopris,matthewsi,,,VU
AVES,Aulacorhynchus,huallagae,,Yellow-browed toucanet,EN
AMPHIBIA,Austrochaperina,novaebritanniae,,,VU
INSECTA,Austrocordulia,leonardi,,Sydney hawk,CR
INSECTA,Austrodontura,castletoni,,Castleton's flightless katydid,CR
INSECTA,Austrolestes,minjerriba,,Dune ringtail,EN
INSECTA,Austrosaga,spinifer,,,VU
AVES,Automolus,lammi,,Pernambuco foliage-gleaner,VU
MAMMALIA,Avahi,betsileo,,Betsileo woolly lemur,EN
MAMMALIA,Avahi,cleesei,,Bemaraha woolly lemur,EN
MAMMALIA,Avahi,laniger,,Eastern woolly lemur,VU
MAMMALIA,Avahi,meridionalis,,Southern woolly lemur,EN
MAMMALIA,Avahi,mooreorum,,Moore's woolly lemur,EN
MAMMALIA,Avahi,occidentalis,,Lorenz Von Liburnau's woolly lemur,EN
MAMMALIA,Avahi,peyrierasi,,Peyrieras' woolly lemur,VU
MAMMALIA,Avahi,ramanantsoavanai,,Ramantsoavana's southern woolly lemur,VU
MAMMALIA,Avahi,unicolor,,Sambirano woolly lemur,EN
MAMMALIA,Axis,calamianensis,,Calamian deer,EN
MAMMALIA,Axis,kuhlii,,Bawean deer,CR
MAMMALIA,Axis,porcinus,,Hog deer,EN
AVES,Aythya,baeri,,Baer's pochard,CR
AVES,Aythya,innotata,,Madagascar pochard,CR
AMPHIBIA,Babina,holsti,Rana holsti  ,Holst's frog,EN
AMPHIBIA,Babina,okinavana,Babina psaltes  |Rana okinavana  ,Ryukyu brown frog,EN
AMPHIBIA,Babina,subaspera,Rana subaspera  ,,EN
MAMMALIA,Babyrousa,babyrussa,Babyrousa alfurus  |Babyrousa babirousa  |Babyrousa babirusa  |Babyrousa babirussa  |Babyrousa frosti  |Babyrousa indicus  |Babyrousa orientalis  |Babyrousa quadricornua  ,Hairy babirusa,VU
MAMMALIA,Babyrousa,celebensis,Babyrousa bolabatuensis  |Babyrousa merkusi  ,Sulawesi babirusa,VU
MAMMALIA,Babyrousa,togeanensis,,Togian Islands babirusa,EN
INSECTA,Baetica,ustulata,,,VU
AVES,Balaeniceps,rex,,Shoebill,VU
MAMMALIA,Balaenoptera,borealis,,Sei whale,EN
MAMMALIA,Balaenoptera,musculus,,Blue whale,EN
MAMMALIA,Balaenoptera,physalus,,Fin whale,EN
MAMMALIA,Balantiopteryx,infusca,,Ecuadorian sac-winged bat,EN
MAMMALIA,Balantiopteryx,io,,Thomas's sac-winged bat,VU
AVES,Balearica,pavonina,,Black crowned-crane,VU
AVES,Balearica,regulorum,,Grey crowned-crane,EN
AMPHIBIA,Balebreviceps,hillmani,,Bale Mountains treefrog,CR
INSECTA,Balta,crassivenosa,Margattea crassivenosa  ,,CR
AVES,Bangsia,aureocincta,Buthraupis aureocincta aureocincta,Gold-ringed tanager,EN
AVES,Bangsia,melanochlamys,Buthraupis melanochlamys melanochlamys,Black-and-gold tanager,VU
INSECTA,Banza,nihoa,Banza nihoae  ,Nihoa Banza conehead katydid,VU
AMPHIBIA,Barbourula,busuangensis,,Philippine flat-headed frog,VU
AMPHIBIA,Barbourula,kalimantanensis,,Bornean flat-headed frog,EN
AVES,Basileuterus,basilicus,,Santa Marta warbler,VU
AVES,Basileuterus,griseiceps,,Grey-headed warbler,EN
AVES,Basileuterus,ignotus,,Pirre warbler,VU
AVES,Bathmocercus,winifredae,Scepomycter winifredae winifredae,Mrs Moreau's warbler,VU
MAMMALIA,Batomys,russatus,,Russet batomys,EN
AMPHIBIA,Batrachoseps,campi,,Inyo Mountains salamander,EN
AMPHIBIA,Batrachoseps,regius,,Kings River slender salamander,VU
AMPHIBIA,Batrachoseps,simatus,,Kern Canyon slender salamander,VU
AMPHIBIA,Batrachoseps,stebbinsi,,Tehachapi slender salamander,VU
AMPHIBIA,Batrachoseps,wrighti,Batrachoseps wrightorum  ,Oregon slender salamander,VU
AMPHIBIA,Batrachuperus,karlschmidti,,,VU
AMPHIBIA,Batrachuperus,londongensis,Batrachuperus longdongensis  ,Longdong stream salamander,EN
AMPHIBIA,Batrachuperus,pinchonii,Batrachuperus cochranae  ,Stream salamander,VU
AMPHIBIA,Batrachuperus,tibetanus,,Alpine stream salamander,VU
AMPHIBIA,Batrachuperus,yenyuanensis,,Yenyuan stream salamander,VU
AMPHIBIA,Batrachyla,fitzroya,,,VU
INSECTA,Battus,zetides,,Zetides swallowtail,VU
INSECTA,Bayadera,hyalina,,,VU
INSECTA,Bayadera,ishigakiana,Bayadera brevicauda subspecies ishigakiana,,EN
MAMMALIA,Bdeogale,omnivora,,Sokoke bushy-tailed mongoose,VU
MAMMALIA,Beatragus,hunteri,Damaliscus hunteri  ,Hirola,CR
INSECTA,Belocephalus,micanopy,,Big pine key conehead katydid,VU
INSECTA,Belocephalus,sleighti,,Keys short-winged conehead katydid,VU
AVES,Bernieria,apperti,Phyllastrephus apperti apperti,Appert's tetraka,VU
AVES,Bernieria,tenebrosa,Bernieria tenebrosus |Phyllastrephus tenebrosus tenebrosus,Dusky tetraka,VU
INSECTA,Betiscoides,meridionalis,,Slender restio grasshopper,EN
INSECTA,Betiscoides,parva,,Small restio grasshopper,EN
INSECTA,Betiscoides,sjostedti,,Robust restio grasshopper,EN
MAMMALIA,Bettongia,penicillata,,Woylie,CR
MAMMALIA,Bettongia,tropica,,Northern bettong,EN
INSECTA,Bhutanitis,ludlowi,,Ludlow's Bhutan swallowtail,VU
AVES,Biatas,nigropectus,,White-bearded antshrike,VU
INSECTA,Bironides,teuchestes,,,VU
MAMMALIA,Bison,bonasus,,European bison,VU
MAMMALIA,Biswamoyopterus,biswasi,,Namdapha flying squirrel,CR
MAMMALIA,Blastocerus,dichotomus,,Marsh deer,VU
AMPHIBIA,Boehmantis,microtympanum,Mantidactylus microtympanum  ,Angel's Madagascar frog,EN
AMPHIBIA,Bokermannohyla,izecksohni,,,CR
AMPHIBIA,Bokermannohyla,vulcaniae,,,VU
AVES,Bolborhynchus,ferrugineifrons,,Rufous-fronted parakeet,VU
AMPHIBIA,Bolitoglossa,alvaradoi,Bolitoglossa arborescandens,Moravia de Chirripo salamander,EN
AMPHIBIA,Bolitoglossa,capitana,,Orphan salamander,CR
AMPHIBIA,Bolitoglossa,carri,,Cloud forest falamander ,CR
AMPHIBIA,Bolitoglossa,celaque,,Celaque mushroomtongue salamander ,EN
AMPHIBIA,Bolitoglossa,chica,,,VU
AMPHIBIA,Bolitoglossa,compacta,,Cerro Pando salamander,EN
AMPHIBIA,Bolitoglossa,conanti,,Conant's mushroomtongue salamander ,EN
AMPHIBIA,Bolitoglossa,decora,,,CR
AMPHIBIA,Bolitoglossa,diaphora,,,CR
AMPHIBIA,Bolitoglossa,diminuta,Nototriton  diminuta,Quebrada Valverde salamander,VU
AMPHIBIA,Bolitoglossa,dunni,Magnadigita  dunni |Oedipus  dunni ,Dunn's mushroomtongue salamander ,EN
AMPHIBIA,Bolitoglossa,engelhardti,Magnadigita  engelhardti |Oedipus  engelhardti ,Engelhardt's mushroomtongue salamander ,EN
AMPHIBIA,Bolitoglossa,flavimembris,Magnadigita  flavimembris|Oedipus  flavimembris ,Yellow-legged mushroomtongue salamander,EN
AMPHIBIA,Bolitoglossa,flaviventris,Oedipus  flaviventris ,Yellowbelly mushroomtongue salamander,EN
AMPHIBIA,Bolitoglossa,franklini,Bolitoglossa nigroflavescens  |Bolitoglossa  brevipes|Magnadigita brevipes|Magnadigita  franklini|Magnadigita  nigroflavescens|Oedipus  franklini ,Franklin's mushroomtongue salamander,EN
AMPHIBIA,Bolitoglossa,gracilis,,Rio Quiri salamander ,VU
AMPHIBIA,Bolitoglossa,guaramacalensis,,,VU
AMPHIBIA,Bolitoglossa,heiroreias,,Holy-mountain salamander,EN
AMPHIBIA,Bolitoglossa,insularis,,,VU
AMPHIBIA,Bolitoglossa,lignicolor,Bolitoglossa palustris|Bolitoglossa  ahli|Oedipus ahli|Oedipus  lignicolor|Spelerpes punctatum|Spelerpes  lignicolor ,Camron mushroomtongue salamander,VU
AMPHIBIA,Bolitoglossa,longissima,,,CR
AMPHIBIA,Bolitoglossa,magnifica,,Magnificent web-footed salamander,EN
AMPHIBIA,Bolitoglossa,marmorea,Magnadigita  marmorea ,Crater salamander,EN
AMPHIBIA,Bolitoglossa,medemi,,Finca Chibigui salamander,VU
AMPHIBIA,Bolitoglossa,meliana,,Mexican mushroomtongue salamander,EN
AMPHIBIA,Bolitoglossa,minutula,,,EN
AMPHIBIA,Bolitoglossa,mombachoensis,,,VU
AMPHIBIA,Bolitoglossa,mulleri,Oedipus  mulleri|Spelerpes  mulleri ,Muller's mushroomtongue salamander,VU
AMPHIBIA,Bolitoglossa,nigrescens,Magnadigita  nigrescens ,Cordillera Central salamander,EN
AMPHIBIA,Bolitoglossa,obscura,,Tapant‰Ûª giant salamander,VU
AMPHIBIA,Bolitoglossa,oresbia,,,CR
AMPHIBIA,Bolitoglossa,orestes,Bolitoglossa spongai,Culata mushroomtongue salamander,VU
AMPHIBIA,Bolitoglossa,palmata,,,VU
AMPHIBIA,Bolitoglossa,pandi,,,EN
AMPHIBIA,Bolitoglossa,pesrubra,Magnadigita  pesrubra |Magnadigita  torresi ,,VU
AMPHIBIA,Bolitoglossa,porrasorum,,,EN
AMPHIBIA,Bolitoglossa,riletti,Magnadigita riletti,Rilett's mushroomtongue salamander,EN
AMPHIBIA,Bolitoglossa,rostrata,Magnadigita  rostrata|Oedipus  rostratum|Spelerpes  rostratum ,Longnose mushroomtongue salamander,VU
AMPHIBIA,Bolitoglossa,salvinii,Oedipus  salvinii |Spelerpes  attitlanensis |Spelerpes  salvinii,Salvin's mushroomtongue salamander,EN
AMPHIBIA,Bolitoglossa,silverstonei,,,VU
AMPHIBIA,Bolitoglossa,sima,,,VU
AMPHIBIA,Bolitoglossa,sombra,,Shadowy web-footed salamander,VU
AMPHIBIA,Bolitoglossa,sooyorum,,Cordillera Talamanca salamander,EN
AMPHIBIA,Bolitoglossa,subpalmata,Magnadigita  subpalmata|Oedipus   subpalmatus|Spelerpes  subpalmatus ,La Palma salamander,EN
AMPHIBIA,Bolitoglossa,synoria,,,CR
AMPHIBIA,Bolitoglossa,tica,,,EN
AMPHIBIA,Bolitoglossa,veracrucis,,,EN
INSECTA,Boloria,acrocnema,,Uncompahgre fritillary butterfly,VU
AMPHIBIA,Bombina,lichuanensis,,Lichuan bell toad,VU
AMPHIBIA,Bombina,pachypus,,Appenine yellow-bellied toad,EN
INSECTA,Bombus,alpinus,Apis alpina  |Bombus helleri  |Bombus helleri variety collaris,,VU
INSECTA,Bombus,caliginosus,Bremus caliginosus,Obscure bumble bee,VU
INSECTA,Bombus,franklini,Bremus franklini,Franklin's bumble bee,CR
INSECTA,Bombus,fraternus,Apathus fraternus,,EN
INSECTA,Bombus,inexspectatus,Agrobombus inexspectatus  ,,EN
INSECTA,Bombus,morrisoni,,Morrison bumble bee,VU
INSECTA,Bombus,reinigiellus,,,EN
INSECTA,Boninagrion,ezoin,,,CR
INSECTA,Boninthemis,insularis,,,CR
AMPHIBIA,Boophis,andreonei,,,VU
AMPHIBIA,Boophis,axelmeyeri,,,VU
AMPHIBIA,Boophis,blommersae,,,VU
AMPHIBIA,Boophis,haematopus,,,VU
AMPHIBIA,Boophis,jaegeri,,Jaeger's bright-eyed frog,VU
AMPHIBIA,Boophis,sambirano,,,VU
AMPHIBIA,Boophis,tampoka,,,EN
AMPHIBIA,Boophis,williamsi,Rhacophorus  williamsi ,Williams' bright-eyed frog,CR
AMPHIBIA,Borneophrys,edwardinae,Megophrys edwardinae  ,Rough horned frog,VU
MAMMALIA,Bos,gaurus,Bos asseel  |Bos cavifrons  |Bos gaur  |Bos gaurus subspecies hubbacki|Bos gour  |Bos subhemachalus  |Bubalibos annamiticus  |Gauribos brachyrhinus  |Gauribos laosiensis  |Gauribos mekongensis  |Gauribos sylvanus  |Uribos platyceros  ,Gaur,VU
MAMMALIA,Bos,javanicus,Bos birmanicus  |Bos lowi  ,Banteng,EN
MAMMALIA,Bos,mutus,,Wild yak,VU
MAMMALIA,Bos,sauveli,,Kouprey,CR
AVES,Bostrychia,bocagei,,Dwarf ibis,CR
AVES,Botaurus,poiciloptilus,,Australasian bittern,EN
AMPHIBIA,Boulengerula,changamwensis,,Changamwensis African caecilian,EN
AMPHIBIA,Boulengerula,niedeni,,Sagalla caecilian,EN
AMPHIBIA,Boulengerula,taitana,,Taita African caecilian,EN
INSECTA,Boyeria,cretensis,,Cretan spectre,EN
AVES,Brachypteracias,leptosomus,,Short-legged ground-roller,VU
AVES,Brachyramphus,marmoratus,,Marbled murrelet,EN
MAMMALIA,Brachytarsomys,villosa,,Hairy-tailed tree rat,EN
AMPHIBIA,Brachytarsophrys,intermedia,,,VU
MAMMALIA,Brachyteles,arachnoides,,Muriqui,EN
MAMMALIA,Brachyteles,hypoxanthus,,Northern muriqui,CR
INSECTA,Brachythemis,fuscopalliata,,Dark-winged groundling,VU
INSECTA,Bradyporus,macrogaster,Ephippiger macrogaster,Big-bellied glandular bush-cricket,EN
AVES,Bradypterus,graueri,,Grauer's swamp-warbler,EN
AVES,Bradypterus,sylvaticus,,Knysna warbler,VU
MAMMALIA,Bradypus,pygmaeus,,Pygmy three-toed sloth,CR
MAMMALIA,Bradypus,torquatus,,Maned three-toed sloth,VU
AMPHIBIA,Bradytriton,silus,,Finca chiblac salamander,CR
AVES,Branta,ruficollis,,Red-breasted goose,EN
AVES,Branta,sandvicensis,,Hawaiian goose,VU
INSECTA,Brennania,belkini,,Belkin's dune tabanid fly,VU
AMPHIBIA,Breviceps,bagginsi,,,VU
AMPHIBIA,Breviceps,macrops,,Desert rain frog,VU
AMPHIBIA,Breviceps,sylvestris,,Forest rain frog,EN
INSECTA,Brinckiella,aptera,,Mute winter katydid,VU
INSECTA,Brinckiella,arboricola,,Tree winter katydid,EN
INSECTA,Brinckiella,karooensis,,Karoo winter katydid,VU
INSECTA,Brinckiella,mauerbergerorum,,Mauerberger's winter katydid,VU
AMPHIBIA,Bromeliohyla,dendroscarta,Hyla dendroscarta,Greater bromeliad treefrog,CR
AVES,Brotogeris,pyrrhoptera,Brotogeris pyrrhopterus ,"Grey-cheeked parakeet, Gray-cheeked parakeet",EN
AMPHIBIA,Bryophryne,bustamantei,Phrynopus bustamantei  ,,EN
AMPHIBIA,Bryophryne,cophites,Phrynopus cophites  ,,EN
MAMMALIA,Bubalus,arnee,Bos arni  |Bos bubalus variety fulvus|Bubalis bubalis subspecies migona|Bubalus arna  |Bubalus arna variety macrocerus|Bubalus bubalus subspecies septentrionalis,Asian buffalo,EN
MAMMALIA,Bubalus,depressicornis,,Anoa,EN
MAMMALIA,Bubalus,mindorensis,,Tamaraw,CR
MAMMALIA,Bubalus,quarlesi,,Mountain Anoa,EN
AVES,Bubo,blakistoni,Ketupa blakistoni,Blakiston's eagle-owl,EN
AVES,Bubo,philippensis,,Philippine eagle-owl,VU
AVES,Buceros,hydrocorax,,Northern rufous hornbill,VU
AVES,Buceros,mindanensis,,Southern rufous hornbill,VU
AVES,Bucorvus,leadbeateri,Bucorvus cafer  |Bucorvus leadbeateri leadbeateri,Southern ground-hornbill,VU
MAMMALIA,Budorcas,taxicolor,,Takin,VU
AMPHIBIA,Buergeria,oxycephala,Buergeria oxycephalus ,,VU
AMPHIBIA,Bufo,eichwaldi,,Eichwald's toad,VU
AMPHIBIA,Bufoides,meghalayanus,Ansonia meghalayana|Bufoides meghalayana,Khasi hill rock toad ,EN
AVES,Bugeranus,carunculatus,Bugeranus carunculatus carunculatus|Grus carunculatus,Wattled crane,VU
MAMMALIA,Bullimus,gamay,,Camiguin bullimus,VU
MAMMALIA,Bunolagus,monticularis,Lepus monticularis  ,Riverine rabbit,CR
MAMMALIA,Bunomys,coelestis,,Lampobatang bunomys,CR
MAMMALIA,Bunomys,fratrorum,,Northeastern peninsula bunomys,VU
